1016,Kyprolis,Carfilzomibum,"proszek do sporządzania
roztworu do infuzji",30 mg,1 fiol. proszku,5909991298470,Rpz,Amgen Europe B.V.,"Amgen Europe B.V.
Amgen Technology
Ireland (ADL)","NL
IE"
1017,Kyprolis,Carfilzomibum,"proszek do sporządzania
roztworu do infuzji",60 mg,1 fiol. proszku,5909991256388,Rpz,Amgen Europe B.V.,"Amgen Europe B.V.
Amgen Technology
Ireland (ADL)","NL
IE"
1018,Lamivudine Teva,Lamivudinum,tabletki powlekane,100 mg,"28 tabl.
30 tabl.
60 tabl.
84 tabl.
100 tabl.","5909990725564
5909990725571
5909990725601
5909990725588
5909990725595","Rpz
Rpz
Rpz
Rpz
Rpz",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA
Teva Operations Poland
Sp. z o.o.","HU
GB
NL
FR
PL"
1019,"Lamivudine Teva
Pharma B.V.",Lamivudinum,tabletki powlekane,150 mg,"20 tabl.
30 tabl.
60 tabl. w blistrze
60 tabl. w butelce
80 tabl.
90 tabl.
100 tabl.
500 tabl.","5909990737475
5909990737482
5909990737499
5909990737543
5909991138844
5909990737505
5909990737529
5909990737536","Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA","HU
GB
NL
FR"
1020,"Lamivudine Teva
Pharma B.V.",Lamivudinum,tabletki powlekane,300 mg,"20 tabl.
30 tabl.
60 tabl. w blistrze
60 tabl. w butelce
80 tabl.
90 tabl.
500 tabl.
100 tabl.","5909990737550
5909990737567
5909990737574
5909990737642
5909991138868
5909990737581
5909990737604
5909990737598","Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA","HU
GB
NL
FR"
1021,"Lamivudine/Zidovudin
e Teva","Lamivudinum +
Zidovudinum",tabletki powlekane,"150 mg + 300
mg","60 tabl. w blistrach
60 tabl. w pojemniku","5909990831791
5909990831807","Rpz
Rpz",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
TEVA Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA
Teva Operations Poland
Sp. z o.o.
Merckle GmbH","HU
HU
GB
NL
FR
PL
DE"
1022,Lantus,Insulinum glarginum,roztwór do wstrzykiwań,100 j.m./ml,"1 fiol. 5 ml
1 fiol. 10 ml
2 fiol. 5 ml
5 fiol. 5 ml
10 fiol. 5 ml
1 wkład 3 ml
3 wkłady 3 ml
4 wkłady 3 ml
5 wkładów 3 ml
6 wkładów 3 ml
8 wkładów 3 ml
9 wkładów 3 ml
10 wkładów 3 ml
1 wkład 3 ml OptiClick
3 wkłady 3 ml OptiClik
4 wkłady 3 ml OptiClik
5 wkładów 3 ml OptiClik
6 wkładów 3 ml OptiClik
8 wkładów 3 ml OptiClik
9 wkładów 3 ml OptiClik
10 wkładów 3 ml OptiClik
1 wstrzykiwacz 3 ml SoloStar
3 wstrzykiwacze 3 ml SoloStar
4 wstrzykiwacze 3 ml SoloStar
5 wstrzykiwaczy 3 ml SoloStar
6 wstrzykiwaczy 3 ml SoloStar
8 wstrzykiwaczy 3 ml SoloStar
9 wstrzykiwaczy 3 ml SoloStar
10 wstrzykiwaczy 3 ml SoloStar
1 wstrzykiwacz 3 ml OptiSet
3 wstrzykiwacze 3 ml OptiSet
4 wstrzykiwacze 3 ml OptiSet
5 wstrzykiwaczy 3 ml OptiSet
6 wstrzykiwaczy 3 ml OptiSet
8 wstrzykiwaczy 3 ml OptiSet
9 wstrzykiwaczy 3 ml OptiSet
10 wstrzykiwaczy 3 ml OptiSet","5909990929917
5909990929931
5909990012022
5909990929924
5909990012039
5909990012046
5909990012053
5909990012060
5909990895717
5909990012077
5909990012084
5909990012091
5909990012107
5909990012121
5909990012138
5909990012145
5909990012152
5909990012169
5909990012176
5909990012183
5909990012190
5909990617524
5909990617531
5909990617548
5909990617555
5909990617562
5909990617579
5909990617586
5909990617593
5909990012206
5909990012237
5909990012244
5909990928811
5909990012251
5909990012268
5909990012275
5909990012282","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","Sanofi-Aventis
Deutschland GmbH","Sanofi-Aventis
Deutschland GmbH
Sanofi-Aventis S.p.A.","DE
IT"
1023,Lartruvo,Olaratumabum,"koncentrat do
sporządzania roztworu do
infuzji",10 mg/ml,1 fiol.,,Rpz,Eli Lilly Nederland B.V.,Lilly S.A.,ES
1024,Latuda,Lurasidonum,tabletki powlekane,"18,5 mg","14 tabl.
28 tabl.
30 tabl.
56 tabl.
60 tabl.
90 tabl.
98 tabl.","5909991108663
5909991108670
5909991108687
5909991108694
5909991108700
5909991108731
5909991108748","Rp
Rp
Rp
Rp
Rp
Rp
Rp",Takeda Pharma A/S,Takeda Ireland Limited,IE
1025,Latuda,Lurasidonum,tabletki powlekane,37 mg,"14 tabl.
28 tabl.
30 tabl.
56 tabl.
60 tabl.
90 tabl.
98 tabl.","5909991108755
5909991108762
5909991108779
5909991108786
5909991108793
5909991108809
5909991108854","Rp
Rp
Rp
Rp
Rp
Rp
Rp",Takeda Pharma A/S,Takeda Ireland Limited,IE
1026,Latuda,Lurasidonum,tabletki powlekane,74 mg,"14 tabl.
28 tabl.
30 tabl.
56 tabl.
60 tabl.
90 tabl.
98 tabl.","5909991108861
5909991108878
5909991108885
5909991108892
5909991108908
5909991108922
5909991108939","Rp
Rp
Rp
Rp
Rp
Rp
Rp",Takeda Pharma A/S,Takeda Ireland Limited,IE
1027,Laventair,"Umeclidinium +
Vilanterolum","proszek do inhalacji,
podzielony","55 mcg + 22
mcg","1 inhalator 7 dawek
1 inhalator 30 dawek
3 inhalatory 30 dawek",,"Rp
Rp
Rp",Glaxo Group Limited,"Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)",GB
1028,Leflunomide medac,Leflunomidum,tabletki powlekane,10 mg,"30 tabl.
60 tabl.
90 tabl.
100 tabl.",4037353010604,"Rpz
Rpz
Rpz
Rpz","medac Gesellschaft fuer
klinische
Specialpraeparate mbH","Haupt Pharma Muenster
GmbH
medac Gesellschaft fuer
klinische
Specialpraeparate mbH","DE
DE"
1029,Leflunomide medac,Leflunomidum,tabletki powlekane,15 mg,"30 tabl.
60 tabl.
90 tabl.
100 tabl.",4037353015388,"Rpz
Rpz
Rpz
Rpz","medac Gesellschaft fuer
klinische
Specialpraeparate mbH","medac Gesellschaft
fuer klinische
Specialpraeparate mbH
Haupt Pharma Muenster
GmbH","DE
DE"
1030,Leflunomide medac,Leflunomidum,tabletki powlekane,20 mg,"15 tabl.
30 tabl.
60 tabl.
90 tabl.
100 tabl.","4037353010611
4037353010628","Rpz
Rpz
Rpz
Rpz
Rpz","medac Gesellschaft fur
klinische Specialpraparate
mbH","Haupt Pharma Muenster
GmbH
medac Gesellschaft fuer
klinische
Specialpraeparate mbH","DE
DE"
1031,"Leflunomide
ratiopharm",Leflunomidum,tabletki powlekane,10 mg,"30 tabl.
100 tabl.","5909990887828
5909990887835","Rpz
Rpz",ratiopharm GmbH,"Haupt Pharma Muenster
GmbH
Merckle GmbH","DE
DE"
1032,"Leflunomide
ratiopharm",Leflunomidum,tabletki powlekane,20 mg,"30 tabl.
100 tabl.","5909990887842
5909990887859","Rpz
Rpz",ratiopharm GmbH,"Haupt Pharma Muenster
GmbH
Merckle GmbH","DE
DE"
1033,Leflunomide Winthrop,Leflunomidum,tabletki powlekane,10 mg,"30 tabl. w blistrze
100 tabl. w blistrze
30 tabl. w butelce
100 tabl. w butelce",,"Rpz
Rpz
Rpz
Rpz","Sanofi-Aventis
Deutschland GmbH",Sanofi Winthrop Industrie,FR
1034,Leflunomide Winthrop,Leflunomidum,tabletki powlekane,20 mg,"30 tabl. w butelce
50 tabl. w butelce
100 tabl. w butelce
30 tabl. w blistrze
100 tabl. w blistrze",,"Rpz
Rpz
Rpz
Rpz
Rpz","Sanofi-Aventis
Deutschland GmbH",Sanofi Winthrop Industrie,FR
1035,Leflunomide Winthrop,Leflunomidum,tabletki powlekane,100 mg,3 tabl.,,Rpz,"Sanofi-Aventis
Deutschland GmbH",Sanofi Winthrop Industrie,FR
1036,Leganto,Rotigotinum,"system transdermalny,
plaster",1 mg/24 h,"30 szt.
7 szt.
20 szt.
28 szt.
56 szt.
60 szt.
84 szt.
90 szt.
100 szt.",,"Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","UCB Manufacturing
Ireland Limited","UCB Manufacturing
Ireland Limited",IE
1037,Leganto,Rotigotinum,"system transdermalny,
plaster",2 mg/24 h,"7 szt.
20 szt.
28 szt.
30 szt.
56 szt.
60 szt.
84 szt.
90 szt.
100 szt.",,"Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","UCB Manufacturing
Ireland Limited","UCB Manufacturing
Ireland Limited",IE
1038,Leganto,Rotigotinum,"system transdermalny,
plaster","2 mg/24 h
4 mg/24 h
6 mg/24 h
8 mg/24 h",28 szt.,,Rp,"UCB Manufacturing
Ireland Limited","UCB Manufacturing
Ireland Limited",IE
1039,Leganto,Rotigotinum,"system transdermalny,
plaster",3 mg/24 h,"7 szt.
20 szt.
28 szt.
30 szt.
56 szt.
60 szt.
84 szt.
90 szt.
100 szt.",,"Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","UCB Manufacturing
Ireland Limited","UCB Manufacturing
Ireland Limited",IE
1040,Leganto,Rotigotinum,"system transdermalny,
plaster",4 mg/24 h,"7 szt.
20 szt.
28 szt.
30 szt.
56 szt.
60 szt.
84 szt.
90 szt.
100 szt.",,"Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","UCB Manufacturing
Ireland Limited","UCB Manufacturing
Ireland Limited",IE
1041,Leganto,Rotigotinum,"system transdermalny,
plaster",6 mg/24 h,"90 szt.
7 szt.
20 szt.
28 szt.
30 szt.
56 szt.
60 szt.
84 szt.
100 szt.",,"Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","UCB Manufacturing
Ireland Limited","UCB Manufacturing
Ireland Limited",IE
1042,Leganto,Rotigotinum,"system transdermalny,
plaster",8 mg/24 h,"7 szt.
20 szt.
28 szt.
30 szt.
56 szt.
60 szt.
84 szt.
90 szt.
100 szt.",,"Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","UCB Manufacturing
Ireland Limited","UCB Manufacturing
Ireland Limited",IE
1043,Lemtrada,Alemtuzumabum,"koncentrat do
sporządzania roztworu do
infuzji","12 mg/1,2 ml","1 fiol. 1,2 ml",5909991088156,Rpz,"Genzyme Therapeutics
Ltd","Genzyme Ltd.
Genzyme Ireland Limited","GB
IE"
1044,Lenvima,Lenvatinibum,kapsułki twarde,4 mg,30 kaps.,,Rpz,Eisai Europe Ltd,Eisai Manufacturing Ltd.,GB
1045,Lenvima,Lenvatinibum,kapsułki twarde,10 mg,30 kaps.,,Rpz,Eisai Europe Ltd,Eisai Manufacturing Ltd.,GB
1046,LeukoScan,Sulesomabum,"proszek do sporządzania
roztworu do wstrzykiwań","0,31 mg",5 fiol.,,Rp,Immunomedics GmbH,Immunomedics GmbH,DE
1047,Levemir,Insulinum detemirum,roztwór do wstrzykiwań,100 j./ml,"1 wstrzykiwacz 3 ml
5 wstrzykiwaczy 3 ml
10 wstrzykiwaczy 3 ml
1 wstrzykiwacz 3 ml + 7 igieł
NovoFine
1 wstrzykiwacz 3 ml + 7 igieł
NovoTwist
1 wstrzykiwacz 3 ml FlexTouch
5 wstrzykiwaczy 3 ml FlexTouch
10 wstrzykiwaczy 3 ml Flex
Touch
1 wstrzykiwacz 3 ml FlexTouch
+7 igieł NovoFine
1 wstrzykiwacz 3 ml FlexTouch
+7 igieł NovoTwist
1 wkład 3 ml Penfill
5 wkładów 3 ml Penfill
10 wkładów 3 ml Penfill
1 wstrzykiwacz 3 ml
5 wstrzykiwaczy 3 ml
10 wstrzykiwaczy 3 ml","5909990008186
5909990008193
5909990008209
5909990008155
5909990005741
5909990008179
5909990008223
5909990008230
5909990008247","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Novo Nordisk A/S,"Novo Nordisk A/S
Novo Nordisk Production
SAS","DK
FR"
1048,Levetiracetam Accord,Levetiracetamum,tabletki powlekane,250 mg,"10 tabl.
20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
200 tabl.
30 tabl. (30 x 1)
60 tabl. (60 x 1)
100 tabl. (100 x 1)","5909990921461
5909990921478
5909990921485
5909990921492
5909990921508
5909990921522
5909990921539","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Astron Healthcare Limited,"Astron Healthcare
Limited",GB
1049,Levetiracetam Accord,Levetiracetamum,tabletki powlekane,500 mg,"10 tabl.
20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
200 tabl.
30 tabl. (30 x 1)
60 tabl. (60 x 1)
100 tabl. (100 x 1)","5909990921546
5909990921553
5909990921560
5909990921577
5909990921584
5909990921591
5909990921607","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Astron Healthcare Limited,"Astron Healthcare
Limited",GB
1050,Levetiracetam Accord,Levetiracetamum,tabletki powlekane,750 mg,"10 tabl.
20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
200 tabl.
30 tabl. (30 x 1)
60 tabl. (60 x 1)
100 tabl. (100 x 1)","5909990921621
5909990921638
5909990921645
5909990921652
5909990921669
5909990921676
5909990921683","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Astron Healthcare Limited,"Astron Healthcare
Limited",GB
1051,Levetiracetam Accord,Levetiracetamum,tabletki powlekane,1000 mg,"100 tabl.
200 tabl.
10 tabl.
20 tabl.
30 tabl.
60 tabl.
30 tabl. (30 x 1)
50 tabl.
60 tabl. (60 x 1)
100 tabl. (100 x 1)","5909990921751
5909990921768
5909990921690
5909990921706
5909990921720
5909990921744
5909990921737","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Astron Healthcare Limited,"Astron Healthcare
Limited",GB
1052,Levetiracetam Actavis,Levetiracetamum,tabletki powlekane,250 mg,"20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
120 tabl.
200 tabl.
60 tabl. (60 x 1)
30 tabl. w butelce
100 tabl. w butelce
200 tabl. w butelce","5909990900695
5909990900701","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Actavis Group PTC ehf.,Actavis ehf.,IS
1053,Levetiracetam Actavis,Levetiracetamum,tabletki powlekane,500 mg,"20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
120 tabl.
200 tabl.
60 tabl. (60 x 1)
30 tabl. w butelce
100 tabl. w butelce
200 tabl. w butelce","5909990900725
5909990900732","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Actavis Group PTC ehf.,Actavis ehf.,IS
1054,Levetiracetam Actavis,Levetiracetamum,tabletki powlekane,750 mg,"20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
120 tabl.
200 tabl.
30 tabl. w butelce
100 tabl. w butelce
200 tabl. w butelce","5909990900749
5909990900756","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Actavis Group PTC ehf.,Actavis ehf.,IS
1055,Levetiracetam Actavis,Levetiracetamum,tabletki powlekane,1000 mg,"20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
120 tabl.
200 tabl.
30 tabl. w butelce
100 tabl. w butelce
200 tabl. w butelce","5909990900763
5909990900770","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Actavis Group PTC ehf.,Actavis ehf.,IS
1056,"Levetiracetam Actavis
Group",Levetiracetamum,roztwór doustny,100 mg/ml,"1 butelka + strzyk. 10 ml
1 butelka + strzyk. 3 ml
1 butelka + strzyk. 1 ml","5909990911103
5909990911134
5909990911097","Rp
Rp
Rp",Actavis Group PTC ehf.,"Balkanpharma-Troyan
AD",BG
1057,"Levetiracetam
Hospira",Levetiracetamum,"koncentrat do
sporządzania roztworu do
infuzji",100 mg/ml,"10 fiol. 5 ml
25 fiol. 5 ml",,"Rp
Rp",Hospira UK Limited,Hospira UK Limited,GB
1058,"Levetiracetam
ratiopharm",Levetiracetamum,roztwór doustny,100 mg/ml,"1 butelka + strzyk. 10 ml
1 butelka + strzyk. 3 ml
1 butelka + strzyk. 1 ml","5909990879403
5909990879434
5909990879441","Rp
Rp
Rp",ratiopharm GmbH,Merckle GmbH,DE
1059,"Levetiracetam
ratiopharm",Levetiracetamum,tabletki powlekane,250 mg,"20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
200 tabl.","5909990879489
5909990879496
5909990879502
5909990879519
5909990879526
5909990879533","Rp
Rp
Rp
Rp
Rp
Rp",ratiopharm GmbH,Merckle GmbH,DE
1060,"Levetiracetam
ratiopharm",Levetiracetamum,tabletki powlekane,500 mg,"10 tabl.
20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
120 tabl.
200 tabl.","5909990879588
5909990879595
5909990879601
5909990879632
5909990879649
5909990879656
5909990879663
5909990879670","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",ratiopharm GmbH,Merckle GmbH,DE
1061,"Levetiracetam
ratiopharm",Levetiracetamum,tabletki powlekane,750 mg,"20 tabl.
30 tabl.
50 tabl.
60 tabl.
80 tabl.
100 tabl.
200 tabl.","5909990879724
5909990879731
5909990879748
5909990879755
5909990879762
5909990879779
5909990879786","Rp
Rp
Rp
Rp
Rp
Rp
Rp",ratiopharm GmbH,Merckle GmbH,DE
1062,"Levetiracetam
ratiopharm",Levetiracetamum,tabletki powlekane,1000 mg,"10 tabl.
20 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.
200 tabl.","5909990879793
5909990879809
5909990879823
5909990879830
5909990879847
5909990879854
5909990879861","Rp
Rp
Rp
Rp
Rp
Rp
Rp",ratiopharm GmbH,Merckle GmbH,DE
1063,Levetiracetam SUN,Levetiracetamum,"koncentrat do
sporządzania roztworu do
infuzji",100 mg/ml,10 fiol. 5 ml,,Rp,"Sun Pharmaceutical
Industries Europe B.V.","Sun Pharmaceutical
Industries Europe B.V.",NL
1064,Levetiracetam Teva,Levetiracetamum,tabletki powlekane,250 mg,"30 tabl.
50 tabl.
50 tabl.
60 tabl.
100 tabl.
120 tabl.
200 tabl.
20 tabl.","5909990879069
5909990879076
5909990879083
5909990879090
5909990879106
5909990879137
5909990879144
5909990958443","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Teva Sante
Teva Czech Industries
s.r.o.
Teva Operations Poland
Sp. z o.o.
Teva Pharma S.L.U.
Pharmachemie B.V.","HU
GB
FR
CZ
PL
ES
NL"
1065,Levetiracetam Teva,Levetiracetamum,tabletki powlekane,500 mg,"30 tabl.
50 tabl.
50 tabl.
60 tabl.
100 tabl.
120 tabl.
200 tabl.
20 tabl.","5909990879151
5909990879168
5909990879175
5909990879182
5909990879199
5909990879205
5909990879236
5909990958450","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Teva Sante
Teva Czech Industries
s.r.o.
Teva Operations Poland
Sp. z o.o.
Teva Pharma S.L.U.
Pharmachemie B.V.","HU
GB
FR
CZ
PL
ES
NL"
1066,Levetiracetam Teva,Levetiracetamum,tabletki powlekane,750 mg,"30 tabl.
50 tabl.
50 tabl.
60 tabl.
100 tabl.
120 tabl.
200 tabl.
20 tabl.","5909990879243
5909990879250
5909990879267
5909990879274
5909990879281
5909990879298
5909990879304
5909990958467","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Teva Sante
Teva Czech Industries
s.r.o.
Teva Operations Poland
Sp. z o.o.
Teva Pharma S.L.U.
Pharmachemie B.V.","HU
GB
FR
CZ
PL
ES
NL"
1067,Levetiracetam Teva,Levetiracetamum,tabletki powlekane,1000 mg,"30 tabl.
50 tabl.
50 tabl.
60 tabl.
100 tabl.
120 tabl.
200 tabl.
20 tabl.","5909990879335
5909990879342
5909990879359
5909990879366
5909990879373
5909990879380
5909990879397
5909990958474","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Teva Sante
Teva Czech Industries
s.r.o.
Teva Operations Poland
Sp. z o.o.
Teva Pharma S.L.U.
Pharmachemie B.V.","HU
GB
FR
CZ
PL
ES
NL"
1068,Levitra,Vardenafilum,tabletki powlekane,5 mg,"2 tabl.
4 tabl.
8 tabl.
12 tabl.
20 tabl.","5909990995219
5909990995226
5909990995233
5909990995240","Rp
Rp
Rp
Rp
Rp",Bayer Pharma AG,Bayer Pharma AG,DE
1069,Levitra,Vardenafilum,tabletki powlekane,10 mg,"2 tabl.
4 tabl.
8 tabl.
12 tabl.
20 tabl.","5909990995318
5909990995325
5909990995332
5909990995349","Rp
Rp
Rp
Rp
Rp",Bayer Pharma AG,Bayer Pharma AG,DE
1070,Levitra,Vardenafilum,tabletki powlekane,20 mg,"2 tabl.
4 tabl.
8 tabl.
12 tabl.
20 tabl.","5909990995417
5909990995424
5909990995431
5909990995448","Rp
Rp
Rp
Rp
Rp",Bayer Pharma AG,Bayer Pharma AG,DE
1071,Levitra,Vardenafilum,"tabletki ulegające
rozpadowi w jamie ustnej",10 mg,"1 tabl. w blistrze
2 tabl. w blistrze
4 tabl. w blistrze
8 tabl. w blistrze
1 tabl. w blistrze w etui na blister
2 tabl. w blistrze w etui na blister
4 tabl. w blistrze w etui na blister
8 tabl. w blistrze w etui na blister","5909990842148
5909990842155
5909990842162
5909990842179
5909990795673
5909990795680
5909990795697
5909990842131","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp",Bayer Pharma AG,Bayer Pharma AG,DE
1072,"Levodopa/Carbidopa/
Entacapone Orion","Levodopum +
Carbidopum +
Entacaponum",tabletki powlekane,"50 mg + 12,5
mg + 200 mg","10 tabl.
30 tabl.
100 tabl.
130 tabl.
175 tabl.
250 tabl.","5909990917983
5909990917990
5909990918003
5909990918089
5909990918096
5909990918102","Rp
Rp
Rp
Rp
Rp
Rp",Orion Corporation,Orion Corporation,FI
1073,"Levodopa/Carbidopa/
Entacapone Orion","Levodopum +
Carbidopum +
Entacaponum",tabletki powlekane,"75 mg +
18,75 mg +
200 mg","10 tabl.
30 tabl.
100 tabl.
130 tabl.
175 tabl.","5909990918126
5909990918133
5909990918140
5909990918157
5909990918164","Rp
Rp
Rp
Rp
Rp",Orion Corporation,Orion Corporation,FI
1074,"Levodopa/Carbidopa/
Entacapone Orion","Levodopum +
Carbidopum +
Entacaponum",tabletki powlekane,"100 mg + 25
mg + 200 mg","10 tabl.
30 tabl.
100 tabl.
130 tabl.
175 tabl.
250 tabl.","5909990918171
5909990918188
5909990918195
5909990918201
5909990918232
5909990918249","Rp
Rp
Rp
Rp
Rp
Rp",Orion Corporation,Orion Corporation,FI
1075,"Levodopa/Carbidopa/
Entacapone Orion","Levodopum +
Carbidopum +
Entacaponum",tabletki powlekane,"125 mg +
31,25 mg +
200 mg","10 tabl.
30 tabl.
100 tabl.
130 tabl.
175 tabl.","5909990918256
5909990918263
5909990918270
5909990918287
5909990918294","Rp
Rp
Rp
Rp
Rp",Orion Corporation,Orion Corporation,FI
1076,"Levodopa/Carbidopa/
Entacapone Orion","Levodopum +
Carbidopum +
Entacaponum",tabletki powlekane,"150 mg +
37,5 mg +
200 mg","10 tabl.
30 tabl.
100 tabl.
130 tabl.
175 tabl.
250 tabl.","5909990918300
5909990918348
5909990918355
5909990918362
5909990918379
5909990918386","Rp
Rp
Rp
Rp
Rp
Rp",Orion Corporation,Orion Corporation,FI
1077,"Levodopa/Carbidopa/
Entacapone Orion","Levodopum +
Carbidopum +
Entacaponum",tabletki powlekane,"175 mg +
43,75 mg +
200 mg","10 tabl.
30 tabl.
100 tabl.
130 tabl.
175 tabl.",,"Rp
Rp
Rp
Rp
Rp",Orion Corporation,Orion Corporation,FI
1078,"Levodopa/Carbidopa/
Entacapone Orion","Levodopum +
Carbidopum +
Entacaponum",tabletki powlekane,"200 mg + 50
mg + 200 mg","10 tabl.
30 tabl.
100 tabl.
130 tabl.
175 tabl.","5909990918393
5909990918409
5909990918447
5909990918454
5909990918461","Rp
Rp
Rp
Rp
Rp",Orion Corporation,Orion Corporation,FI
1079,Libertek,Roflumilastum,tabletki powlekane,500 mcg,"10 tabl.
30 tabl.
90 tabl.",,"Rp
Rp
Rp",Takeda GmbH,Takeda GmbH,DE
1080,Liprolog,Insulinum lisprum,roztwór do wstrzykiwań,100 j.m./ml,"1 fiol. 10 ml
2 fiol. 10 ml
5 fiol. 10 ml
5 wkładów do wstrzykiwacza
3 ml
10 wkładów do wstrzykiwaczy
3 ml","5909990005482
5909990005499
5909990005505
5909990005529
5909990005536","Rp
Rp
Rp
Rp
Rp",Eli Lilly Nederland B.V.,"Lilly France S.A.S.
Lilly Pharma Fertigung
und Distribution GmbH &
Co. KG
Lilly S.A.
Eli Lilly Italia S.p.A.","FR
DE
ES
IT"
1081,Liprolog Basal,Insulinum lisprum,zawiesina do wstrzykiwań,100 j.m/ml,"5 wkładów do wstrzykiwaczy
3 ml
10 wkładów do wstrzykiwaczy
3 ml","5909990657940
5909990657957","Rp
Rp",Eli Lilly Nederland B.V.,Lilly France S.A.S.,FR
1082,"Liprolog Basal
KwikPen",Insulinum lisprum,zawiesina do wstrzykiwań,100 j.m./ml,"5 wstrzykiwaczy 3 ml
10 x 5 wstrzykiwaczy 3 ml","5909990658077
5909990658084","Rp
Rp",Eli Lilly Nederland B.V.,"Lilly France S.A.S.
Lilly Pharma Fertigung
und Distribution GmbH &
Co. KG","FR
DE"
1083,Liprolog KwikPen,Insulinum lisprum,roztwór do wstrzykiwań,100 j.m./ml,"5 wstrzykiwaczy 3 ml
10 wstrzykiwaczy 3 ml","5909990657858
5909990657865","Rp
Rp",Eli Lilly Nederland B.V.,"Lilly France S.A.S.
Eli Lilly Italia S.p.A.","FR
IT"
1084,Liprolog KwikPen,Insulinum lisprum,roztwór do wstrzykiwań,200 j.m./ml,"5 wstrzykiwaczy 3 ml
10 wstrzykiwaczy 3 ml","5909991201760
5909991201777","Rp
Rp",Eli Lilly Nederland B.V.,Lilly France S.A.S.,FR
1085,Liprolog Mix25,Insulinum lisprum,zawiesina do wstrzykiwań,100 j.m./ml,"5 wkładów do wstrzykiwaczy
3 ml
10 wkładów do wstrzykiwaczy
3 ml","5909990005543
5909990005550","Rp
Rp",Eli Lilly Nederland B.V.,"Lilly France S.A.S.
Eli Lilly Italia S.p.A.","FR
IT"
